ARRIVAL TIME,BURST TIME,PRIORITY
4129,59,2
4130,3,2
4130,39,3
4131,100,1
4132,83,2
4133,88,3
4134,18,1
4135,69,1
4136,26,3
4137,50,3
4138,90,1
4139,42,1
4139,90,1
4140,100,2
4141,26,1
4142,99,2
4142,45,1
4143,38,3
4143,23,2
4144,34,2
4144,20,1
4144,64,2
4145,41,3
4145,87,1
4146,2,2
4147,34,1
4147,68,3
4148,73,3
4149,67,3
4150,67,2
4150,59,1
4150,73,3
4150,21,1
4151,2,2
4151,5,3
4152,71,3
4153,23,1
4154,76,2
4154,31,3
4155,35,2
4155,1,3
4156,22,1
4156,34,3
4157,31,2
4158,74,1
4158,83,1
4159,1,2
4160,61,1
4161,20,3
4161,78,1
4161,100,3
4162,5,3
4163,55,1
4163,0,2
4164,65,3
4164,46,3
4164,87,2
4164,95,2
4164,94,1
4165,57,2
4166,41,2
4166,66,2
4167,44,3
4167,78,1
4167,19,1
4168,65,2
4169,35,1
4169,98,1
4170,91,1
4171,73,2
4171,51,2
4172,41,1
4173,57,1
4174,25,3
4174,18,3
4174,56,2
4175,37,1
4175,80,1
4175,37,3
4176,62,1
4177,8,1
4178,32,1
4178,20,1
4179,65,2
4180,44,3
4181,45,1
4182,29,1
4183,44,1
4184,45,3
4184,5,3
4184,18,3
4184,98,1
4184,79,3
4184,86,3
4185,84,2
4185,95,2
4186,75,3
4187,61,2
4187,54,3
4187,79,2
4188,49,3
4189,45,3
4190,92,1
4190,26,3
4191,42,1
4192,12,2
4192,100,2
4193,88,1
4194,15,1
4195,66,3
4195,17,2
4195,54,1
4196,55,1
4197,37,1
4197,65,3
4198,37,1
4199,63,3
4199,56,2
4200,42,1
4201,95,2
4202,14,1
4203,69,1
4204,47,3
4205,54,1
4205,96,3
4205,43,3
4205,11,3
4206,87,3
4207,61,2
4208,29,2
4208,59,3
4209,89,2
4209,52,3
4210,6,2
4211,98,2
4212,32,2
4213,74,2
4214,96,2
4215,38,3
4216,46,2
4216,92,3
4217,44,3
4218,1,2
4219,36,2
4219,28,3
4220,96,1
4221,66,2
4222,7,1
4222,28,2
4223,68,3
4224,61,1
4224,5,1
4224,26,3
4224,35,3
4225,52,1
4225,34,1
4225,46,2
4225,70,3
4226,78,2
4227,81,2
4228,9,2
4229,84,1
4230,97,3
4230,27,3
4231,67,1
4231,33,1
4232,88,3
4233,82,1
4234,14,3
4234,65,3
4235,46,1
4236,39,3
4237,12,1
4238,47,2
4238,75,1
4239,14,3
4240,23,1
4240,96,1
4241,90,2
4241,98,3
4241,73,1
4242,79,2
4242,47,1
4242,85,2
4242,53,3
4243,81,1
4244,3,2
4245,76,3
4246,23,2
4247,42,1
4248,30,3
4249,71,3
4250,84,2
4250,70,1
4251,16,1
4252,29,1
4253,41,3
4253,95,1
4253,92,1
4253,67,1
4253,53,2
4253,63,1
4254,3,1
4254,23,3
4254,5,2
4255,32,2
4255,70,3
4255,41,1
4256,76,1
4256,45,3
4256,83,1
4257,40,3
4258,78,2
4258,49,3
4258,20,2
4258,24,3
4259,32,1
4260,29,1
4261,9,3
4261,66,3
4261,58,2
4261,67,1
4262,11,3
4262,36,1
4262,10,2
4263,15,1
4263,1,2
4263,89,3
4264,43,1
4264,19,1
4264,93,1
4264,78,1
4264,29,3
4265,56,1
4266,48,1
4267,88,2
4268,43,3
4269,46,3
4270,9,1
4270,71,3
4270,0,1
4271,78,3
4271,38,2
4271,73,2
4271,34,1
4271,77,2
4271,11,2
4271,20,3
4272,58,1
4273,13,1
4274,87,1
4275,93,3
4275,49,2
4275,22,1
4275,66,1
4276,18,2
4276,26,3
4276,10,2
4277,92,3
4277,97,3
4278,95,3
4279,10,2
4280,44,1
4280,67,2
4281,83,2
4281,87,3
4282,35,2
4283,11,1
4283,24,2
4284,71,1
4284,46,1
4284,38,1
4284,27,1
4285,95,3
4285,73,2
4286,51,1
4287,69,2
4288,71,1
4289,70,2
4290,17,2
4291,11,2
4291,43,2
4291,86,1
4291,53,2
4291,45,3
4291,31,3
4292,21,3
4293,24,1
4294,98,2
4295,39,3
4295,55,1
4295,80,3
4295,19,1
4296,85,2
4296,22,3
4297,97,3
4297,73,1
4298,55,1
4298,51,3
4298,33,3
4299,6,2
4299,88,3
4300,5,3
4300,34,3
4301,54,1
4302,34,1
4303,73,2
4304,95,3
4305,57,2
4306,64,3
4307,68,1
4308,59,2
4309,78,2
4310,87,1
4311,57,1
4311,45,3
4312,28,3
4312,44,2
4313,12,1
4314,75,3
4315,31,2
4315,99,3
4315,22,2
4316,86,1
4317,74,2
4318,8,2
4319,43,2
4319,79,2
4320,35,1
4320,61,3
4320,87,1
4321,22,2
4321,53,3
4321,53,1
4321,11,2
4321,74,3
4322,52,1
4322,79,3
4322,12,1
4322,13,1
4322,40,3
4323,62,1
4324,31,3
4324,60,1
4324,11,2
4324,15,3
4325,2,1
4326,30,2
4326,1,2
4327,5,2
4327,25,1
4328,15,2
4328,89,1
4328,69,2
4329,82,3
4329,15,1
4330,80,2
4331,43,3
4332,25,1
4332,53,2
4332,16,1
4333,20,2
4333,60,3
4333,29,1
4334,1,3
4335,13,3
4335,92,1
4335,97,2
4335,0,3
4335,19,1
4335,23,3
4335,65,2
4335,87,3
4335,87,2
4336,78,2
4336,1,3
4337,74,1
4337,38,3
4337,87,1
4337,55,1
4337,60,3
4338,33,2
4339,8,3
4340,4,3
4340,44,1
4341,54,3
4342,12,3
4342,6,1
4343,40,2
4343,88,2
4344,66,2
4345,57,1
4345,65,1
4346,2,1
4346,15,1
4346,4,2
4347,18,1
4348,55,1
4348,0,3
4349,92,1
4349,41,1
4349,61,2
4349,68,1
4350,68,2
4351,17,3
4351,74,3
4351,81,1
4352,33,1
4353,57,3
4354,87,3
4355,27,2
4356,45,3
4357,17,2
4357,15,3
4357,46,1
4357,67,1
4358,0,1
4359,74,2
4359,86,3
4360,1,3
4360,85,1
4361,61,3
4362,86,1
4363,9,1
4364,22,2
4364,90,1
4364,60,3
4365,31,1
4366,1,3
4367,5,2
4368,100,1
4369,70,2
4369,13,1
4369,40,3
4369,53,3
4369,97,1
4370,12,1
4370,10,2
4371,38,1
4372,93,1
4373,59,1
4374,78,3
4375,42,2
4376,40,1
4376,57,3
4377,28,1
4377,4,3
4377,3,3
4377,74,1
4377,78,3
4377,94,3
4378,99,1
4378,65,2
4378,35,3
4378,7,2
4379,54,1
4380,40,1
4381,56,2
4381,17,1
4381,39,3
4382,60,1
4383,91,2
4384,79,3
4384,67,2
4384,39,3
4384,34,3
4385,20,1
4385,71,3
4385,4,2
4386,23,2
4386,3,3
4386,38,1
4387,28,1
4388,74,3
4388,1,1
4389,36,1
4389,98,3
4390,2,3
4391,70,1
4391,66,1
4392,75,1
4393,8,1
4393,12,1
4394,75,2
4395,76,1
4396,79,2
4397,98,1
4398,33,1
4398,42,3
4398,27,3
4399,63,2
4399,56,1
4400,67,1
4401,47,1
4401,72,2
4401,77,1
4401,82,1
4401,66,1
4401,4,2
4402,35,2
4403,84,1
4403,71,1
4404,81,2
4405,40,1
4406,62,1
4406,21,3
4406,0,2
4406,11,2
4407,29,1
4407,84,3
4408,87,3
4408,53,2
4408,59,2
4408,83,2
4409,46,1
4410,19,3
4410,17,3
4411,6,1
4412,44,3
4412,8,3
4412,18,3
4413,9,1
4413,90,1
4413,75,2
4413,50,1
4414,60,1
4415,27,3
4415,98,1
4415,15,3
4416,6,3
4416,20,3
4416,32,1
4417,96,3
4417,50,1
4418,6,3
4419,53,2
4420,92,3
4420,2,3
4421,46,3
4422,82,3
4422,53,2
4422,4,1
4422,89,2
4423,68,2
4423,48,3
4424,3,1
4425,46,1
4426,33,2
4426,91,1
4427,38,2
4428,85,3
4428,12,2
4429,17,3
4429,69,1
4430,57,2
4430,50,2
4430,53,1
4430,47,1
4430,98,2
4431,0,3
4432,98,3
4432,23,2
4433,56,3
4434,58,2
4435,100,3
4436,65,3
4437,70,3
4437,23,1
4437,51,2
4437,35,1
4438,58,1
4438,73,1
4438,98,1
4439,60,2
4439,96,2
4439,28,1
4439,17,2
4439,74,2
4440,94,3
4441,81,3
4442,1,3
4442,82,1
4443,98,3
4444,55,1
4444,20,3
4444,6,2
4445,100,1
4446,42,1
4446,62,3
4447,58,1
4447,61,2
4448,33,1
4449,51,2
4449,88,1
4450,6,1
4451,32,3
4451,88,1
4451,77,3
4451,41,2
4452,40,2
4452,64,3
4453,13,1
4453,5,2
4454,44,2
4454,63,1
4455,96,3
4456,96,1
4456,34,1
4457,45,1
4457,96,2
4457,73,1
4458,82,2
4458,77,3
4459,55,3
4459,91,1
4459,54,2
4460,79,1
4460,59,2
4460,74,1
4461,10,1
4461,10,1
4461,91,1
4462,68,3
4462,35,1
4463,42,3
4463,31,3
4464,9,2
4465,53,1
4466,33,3
4466,38,1
4466,78,3
4466,57,3
4467,67,3
4468,43,2
4468,78,2
4469,52,3
4469,75,3
4470,34,3
4470,79,1
4471,51,1
4472,22,1
4473,36,1
4473,94,2
4474,21,1
4474,33,1
4474,27,3
4475,59,1
4475,79,1
4475,21,3
4475,53,1
4475,4,1
4476,29,3
4476,18,2
4476,4,3
4476,72,2
4476,9,2
4476,3,2
4476,60,1
4476,53,1
4476,33,3
4477,58,3
4478,39,2
4479,33,2
4479,78,2
4480,43,2
4481,90,1
4482,80,2
4482,73,1
4483,74,2
4484,16,1
4484,87,1
4484,96,1
4485,74,2
4485,17,1
4486,63,1
4487,63,2
4488,82,2
4488,54,1
4489,40,3
4490,33,2
4490,64,1
4490,94,2
4491,59,3
4492,4,3
4493,30,1
4494,7,3
4494,73,1
4494,48,1
4495,0,3
4495,75,1
4495,91,3
4495,22,3
4496,31,2
4497,71,1
4497,5,3
4497,21,1
4497,46,2
4498,74,1
4498,22,3
4499,58,1
4499,91,3
4500,15,1
4500,97,3
4501,88,3
4501,40,2
4502,58,3
4503,94,2
4504,54,2
4505,29,3
4506,25,2
4506,44,3
4506,45,1
4507,66,1
4508,62,3
4509,62,1
4509,54,2
4509,71,2
4509,43,2
4509,2,2
4510,10,1
4511,95,2
4512,65,1
4513,96,2
4514,8,2
4514,4,2
4514,33,1
4514,57,2
4514,94,1
4515,13,1
4516,46,1
4516,11,2
4516,24,1
4517,35,1
4517,69,2
4517,30,2
4517,18,1
4517,20,2
4517,43,1
4518,82,3
4518,59,2
4519,24,3
4520,38,1
4520,3,1
4520,60,1
4521,71,1
4522,71,3
4522,80,1
4523,64,2
4523,83,1
4524,81,3
4524,24,2
4524,82,3
4524,12,3
4524,4,1
4524,68,1
4524,74,3
4525,10,2
4526,98,1
4527,59,2
4528,59,2
4529,11,1
4530,84,1
4530,6,3
4531,21,1
4531,7,3
4531,63,1
4531,23,1
4531,91,3
4531,12,2
4531,81,3
4532,87,1
4533,36,3
4533,69,3
4533,47,1
4533,96,3
4534,100,3
4534,89,3
4535,35,1
4536,76,1
4536,23,2
4537,95,3
4538,39,1
4538,83,2
4539,78,2
4539,6,2
4540,64,2
4540,32,3
4541,11,1
4541,5,3
4542,97,3
4543,64,3
4544,18,3
4545,62,1
4546,74,1
4546,93,2
4547,63,2
4548,40,1
4549,13,1
4549,13,1
4550,94,3
4550,61,3
4551,12,2
4552,75,2
4553,85,2
4553,23,1
4553,15,3
4553,78,2
4553,54,2
4553,31,2
4553,54,1
4553,20,1
4553,25,1
4553,37,3
4554,57,2
4555,34,1
4556,39,1
4557,41,2
4558,69,2
4559,97,3
4560,8,1
4560,78,1
4560,62,1
4561,70,1
4561,77,2
4562,58,3
4563,37,1
4564,84,2
4565,16,3
4565,20,3
4565,5,3
4566,85,2
4567,57,2
4568,94,1
4568,16,1
4569,11,3
4569,74,2
4570,12,1
4570,8,3
4571,68,3
4571,6,3
4572,23,1
4572,19,1
4572,88,1
4572,67,3
4572,69,3
4573,65,3
4573,25,2
4573,26,3
4574,65,1
4574,25,2
4575,84,3
4576,69,1
4576,37,2
4576,5,1
4577,92,2
4578,66,1
4578,64,3
4578,18,3
4578,19,1
4579,46,2
4579,15,2
4580,41,1
4580,13,3
4580,21,3
4580,54,1
4581,7,1
4582,91,3
4582,48,1
4582,90,1
4582,73,1
4583,50,2
4583,24,3
4584,12,2
4585,65,2
4586,60,1
4586,39,3
4586,74,3
4587,64,3
4588,55,3
4589,6,1
4590,0,3
4590,49,2
4590,71,3
4590,94,2
4590,1,2
4591,26,3
4592,31,2
4593,98,3
4594,76,3
4595,39,3
4595,44,2
4596,44,3
4596,69,2
4597,73,1
4597,68,1
4597,19,3
4598,94,2
4599,93,2
4600,93,3
4601,12,1
4601,25,3
4602,58,2
4602,88,2
4603,6,2
4604,27,1
4605,0,1
4606,70,2
4606,82,1
4607,31,2
4607,60,2
4607,70,1
4608,25,3
4608,93,2
4608,76,2
4609,56,3
4610,57,1
4611,90,1
4612,70,1
4613,92,3
4614,80,1
4614,3,2
4614,100,1
4615,65,1
4615,4,2
4616,58,1
4617,81,2
4618,98,2
4618,4,2
4619,75,2
4620,21,1
4620,20,1
4620,89,2
4621,61,3
4622,58,3
4623,92,2
4624,46,1
4624,48,1
4624,56,3
4625,32,2
4625,45,1
4625,75,3
4625,87,3
4626,42,3
4626,42,2
4627,59,1
4628,19,3
4628,41,2
4629,82,3
4630,91,2
4631,58,1
4631,83,3
4631,14,3
4632,39,2
4632,84,3
4633,64,3
4633,91,1
4633,29,2
4634,12,1
4634,90,2
4635,24,3
4636,89,3
4637,81,1
4638,40,1
4639,31,2
4640,2,1
4640,27,1
4641,100,2
4642,89,3
4643,90,2
4643,58,3
4643,2,3
4643,51,1
4643,35,2
4644,12,3
4645,24,3
4646,91,1
4646,26,2
4647,19,2
4648,77,2
4649,58,3
4650,81,2
4651,39,2
4651,16,1
4651,16,1
4652,42,2
4652,48,1
4653,17,1
4654,30,1
4655,32,2
4655,40,3
4655,23,1
4656,69,3
4656,27,1
4656,81,3
4657,85,2
4658,67,1
4659,58,2
4660,11,2
4661,77,1
4662,59,2
4663,20,1
4664,19,1
4664,8,1
4664,94,2
4664,8,1
4664,36,3
4665,48,1
4666,6,3
4666,91,1
4666,83,2
4666,73,3
4667,12,2
4667,61,2
4667,51,2
4668,68,3
4668,8,3
4668,22,1
4668,77,2
4669,10,1
4669,11,2
4669,4,2
4669,11,2
4669,77,2
4669,38,3
4670,85,1
4670,9,3
4670,100,2
4671,57,3
4672,77,1
4673,85,3
4673,89,2
4674,43,2
4675,10,2
4675,23,1
4676,90,3
4677,11,1
4678,100,1
4678,5,1
4678,21,2
4678,52,2
4679,87,1
4680,100,1
4681,45,1
4682,11,1
4683,30,1
4684,34,3
4685,41,1
4686,1,2
4687,6,3
4688,44,1
4689,0,1
4690,16,1
4690,88,3
4691,66,1
4692,17,1
4692,72,3
4692,1,3
4692,36,1
4692,86,3
4692,64,1
4692,68,2
4693,11,2
4693,97,3
4694,55,3
4695,11,1
4696,63,3
4697,4,2
4697,67,3
4698,57,1
4699,63,3
4700,30,1
4700,80,2
4700,15,3
4700,12,2
4700,65,2
4701,75,2
4701,2,2
4702,68,1
4703,73,3
4703,83,3
4704,69,1
4704,92,2
4705,83,3
4705,16,1
4706,69,3
4707,3,1
4707,2,3
4708,51,2
4709,44,2
4710,38,2
4711,36,3
4712,18,1
4713,34,3
4714,9,2
4714,47,1
4714,89,1
4714,52,3
4714,65,1
4715,66,2
4715,35,2
4716,28,1
4716,22,2
4716,90,2
4717,80,2
4717,49,2
4717,28,2
4717,9,2
4717,83,3
4717,64,3
4718,78,1
4718,86,3
4718,27,3
4719,14,1
4719,55,2
4719,12,3
4719,73,3
4719,77,3
4720,97,2
4721,70,3
4721,23,1
4722,49,2
4722,29,3
4722,40,1
4722,20,1
4723,42,2
4723,33,1
4724,75,3
4725,62,1
4726,87,1
4727,81,2
4728,62,3
4728,29,1
4729,61,1
4729,36,1
4730,92,2
4730,24,3
4730,50,1
4730,15,1
4731,95,3
4732,59,1
4733,37,2
4733,59,3
4733,84,2
4734,97,3
4735,43,2
4736,81,1
4737,2,3
4738,5,2
4738,71,2
4738,40,2
4739,91,3
4740,38,2
4741,86,1
4741,36,3
4742,67,3
4743,29,3
4744,1,3
4744,82,3
4744,29,2
4745,37,3
4746,86,2
4747,23,3
4748,47,2
4748,80,2
4749,78,2
4749,72,3
4749,96,3
4750,48,1
4750,31,3
4751,4,1
4751,29,3
4751,15,2
4751,80,2
4751,66,1
4751,19,2
4752,100,2
4753,21,1
4753,32,3
4754,90,2
4755,2,1
4755,41,3
4755,4,3
4755,52,2
4756,24,2
4756,39,1
4757,12,1
4757,85,1
4758,76,1
4758,93,1
4759,7,1
4760,70,1
4761,46,2
4762,91,1
4763,74,1
4763,65,1
4763,11,2
4764,16,2
4765,19,2
4766,69,1
4767,98,1
4767,39,3
4767,1,1
4767,94,3
4767,43,3
4767,23,3
4768,97,2
4769,54,1
4770,24,3
4771,24,2
4772,86,2
4772,59,2
4773,22,1
4774,79,1
4775,18,2
4776,86,1
4777,2,2
4777,13,2
4777,0,3
4777,97,1
4777,78,3
4777,75,2
4777,50,2
4777,35,3
4778,78,1
4779,90,2
4780,51,1
4781,60,3
4781,16,2
4782,34,1
4782,2,3
4782,99,2
4782,45,2
4783,65,2
4783,88,3
4784,91,3
4785,82,2
4785,70,3
4786,82,3
4787,52,3
4788,5,3
4788,82,3
4789,2,2
4790,96,2
4791,67,1
4792,73,1
4792,52,1
4793,43,2
4793,84,3
4794,68,2
4795,2,3
4795,89,1
4796,94,3
4797,39,2
4798,48,3
4798,32,1
4799,98,1
4799,81,3
4800,67,2
4801,24,2
4802,16,2
4803,98,2
4804,40,3
4804,71,2
4804,55,1
4805,33,1
4806,40,2
4806,19,1
4807,2,3
4808,93,1
4808,69,2
4808,54,2
4809,61,3
4810,41,1
4810,96,2
4811,28,1
4812,37,2
4813,80,1
4813,78,1
4814,14,3
4815,3,3
4816,82,1
4816,54,3
4816,43,3
4816,98,3
4817,89,3
4817,34,2
4817,76,3
4817,65,1
4818,14,2
4818,50,2
4818,68,3
4818,8,2
4818,55,2
4818,90,2
4819,38,2
4820,85,1
4820,85,1
4821,69,2
4822,89,2
4823,47,2
4823,27,2
4823,97,1
4823,80,1
4823,47,1
4824,59,1
4825,74,3
4825,43,2
4826,66,1
4827,55,3
4827,66,3
4827,33,2
4827,8,3
4828,71,2
4829,16,2
4829,84,3
4830,22,1
4830,83,1
4830,26,3
4831,26,3
4831,38,1
4831,23,3
4831,69,2
4832,90,3
4833,19,2
4833,2,2
4833,33,3
4833,44,3
4833,84,2
4834,25,1
4835,72,2
4836,30,1
4837,54,2
4838,23,3
4839,7,1
4839,36,2
4840,22,1
4840,25,1
4840,16,3
4841,79,1
4841,27,3
4841,45,1
4842,36,1
4842,50,2
4843,75,1
4844,77,1
4844,11,1
4845,26,1
4845,96,1
4846,98,1
4846,95,2
4847,35,1
4847,79,3
4848,12,2
4848,44,2
4849,71,2
4849,22,2
4850,40,2
4851,93,2
4851,34,2
4852,75,2
4852,58,3
4853,67,2
4854,100,1
4854,66,3
4855,99,2
4856,48,2
4856,72,2
4856,64,2
4857,27,2
4858,44,3
4859,30,1
4859,33,3
4859,81,2
4859,80,2
4859,14,1
4860,4,1
4860,14,1
4861,47,1
4862,80,3
4862,99,3
4863,61,1
4864,99,2
4864,57,1
4865,76,1
4865,44,2
4866,60,3
4866,24,1
4867,11,2
4868,0,2
4868,21,2
4869,96,3
4870,24,1
4871,77,3
4871,80,3
4871,41,1
4872,13,1
4872,9,3
4872,52,3
4873,26,3
4874,72,1
4874,60,3
4874,81,3
4875,45,1
4876,0,1
4877,44,2
4877,83,2
4877,77,3
4878,40,3
4879,36,1
4879,100,1
4879,74,3
4879,3,2
4879,34,2
4880,74,1
4880,65,1
4880,41,2
4881,44,1
4881,78,3
4882,2,3
4883,86,2
4884,86,2
4885,98,2
4886,26,1
4887,31,2
4887,26,3
4888,8,1
4888,90,1
4888,49,2
4888,96,3
4889,31,3
4890,31,1
4891,17,3
4891,53,2
4892,29,3
4892,10,2
4892,15,1
4892,44,1
4892,30,3
4893,12,2
4894,3,1
4895,27,3
4895,17,1
4895,10,2
4895,87,3
4896,70,3
4896,52,2
4897,36,2
4897,89,1
4897,86,1
4898,84,3
4898,86,3
4898,73,1
4898,57,2
4899,100,3
4899,28,3
4900,78,1
4900,73,3
4901,83,1
4902,99,1
4902,44,3
4902,76,1
4902,48,3
4903,8,1
4904,64,2
4905,54,2
4906,53,2
4906,26,2
4906,29,1
4907,91,1
4908,98,3
4909,34,3
4910,18,1
4910,58,3
4910,49,3
4910,89,2
4911,76,2
4912,49,1
4913,51,1
4913,37,1
4914,23,1
4914,12,2
4915,84,2
4916,74,2
4917,68,2
4917,89,3
4918,23,2
4918,28,3
4919,50,2
4920,51,3
4921,69,2
4921,57,1
4921,81,1
4921,27,1
4921,29,3
4922,68,1
4923,89,2
4923,90,3
4923,22,1
4923,65,2
4924,1,1
4924,83,2
4925,88,1
4925,82,1
4925,9,2
4925,54,3
4926,68,1
4927,40,1
4928,15,3
4928,100,2
4928,55,1
4928,42,1
4929,45,3
4929,10,2
4930,59,1
4931,85,1
4931,59,1
4931,48,3
4931,64,2
4931,29,1
4931,11,3
4931,9,1
4931,11,2
4931,75,3
4931,92,3
4931,66,3
4932,97,2
4932,74,3
4933,80,2
4934,8,1
4935,14,1
4936,34,3
4937,94,2
4938,36,3
4939,90,2
4940,71,2
4941,92,1
4942,5,1
4943,33,1
4943,77,1
4943,14,3
4943,60,1
4944,10,3
4945,66,2
4946,70,3
4947,18,3
4947,9,1
4947,77,2
4948,17,3
4948,46,2
4949,40,2
4949,4,3
4950,61,2
4950,88,1
4950,90,3
4951,22,1
4951,7,2
4952,84,3
4952,18,3
4952,42,1
4952,78,1
4952,68,2
4953,0,3
4953,19,1
4954,2,2
4954,64,1
4954,24,2
4954,100,1
4954,33,3
4955,93,3
4955,61,3
4955,1,3
4956,94,3
4956,51,3
4957,35,1
4957,1,2
4957,5,1
4957,3,2
4958,89,2
4959,91,3
4959,27,3
4959,79,2
4959,48,2
4959,92,3
4960,27,1
4960,40,2
4960,57,2
4961,69,3
4961,1,2
4962,23,3
4962,6,2
4963,40,2
4963,77,2
4964,1,1
4964,82,1
4964,77,1
4964,2,1
4965,47,2
4966,51,1
4967,63,3
4967,57,2
4967,38,1
4967,93,3
4968,91,3
4969,52,2
4970,84,2
4970,27,1
4970,85,2
4970,100,3
4971,4,1
4972,84,3
4972,69,3
4973,66,1
4973,95,2
4973,92,1
4973,78,2
4973,41,3
4973,46,2
4973,50,1
4973,60,2
4974,74,3
4975,70,3
4976,20,3
4976,4,2
4976,96,3
4976,32,3
4977,6,3
4978,62,3
4978,3,3
4978,53,3
4979,90,2
4979,61,2
4980,3,1
4980,99,2
4981,90,2
4981,77,2
4982,34,3
4982,53,1
4982,39,3
4982,73,2
4983,92,1
4984,13,1
4985,44,1
4985,72,2
4985,82,2
4986,33,3
4986,80,3
4986,12,3
4987,22,3
4988,28,3
4988,93,2
4988,89,2
4989,4,3
4990,46,1
4990,51,1
4990,33,2
4990,55,2
4991,11,3
4991,59,1
4992,57,3
4992,24,1
4992,17,3
4993,66,1
4993,80,3
4993,96,2
4993,71,3
4994,37,3
4995,59,2
4995,18,3
4996,6,3
4997,8,2
4997,35,1
4998,66,1
4998,5,3
4999,43,1
5000,72,3
5000,18,2
5001,42,3
5001,19,1
5002,99,1
5003,25,3
5003,56,3
5003,4,3
5004,71,2
5005,88,1
5006,71,1
5007,68,1
5008,37,2
5009,34,2
5010,71,2
5011,48,1
5011,16,1
5011,61,1
5012,22,2
5013,57,2
5013,20,3
5013,33,3
5013,46,2
5014,82,2
5015,16,2
5015,77,1
5015,88,1
5015,4,3
5015,13,3
5015,31,1
5015,99,3
5015,32,2
5015,48,1
5015,12,3
5015,78,1
5016,50,3
5017,42,2
5018,62,2
5019,82,2
5019,75,2
5019,38,1
5020,63,3
5020,41,3
5020,16,2
5021,24,1
5021,70,2
5021,88,1
5021,54,3
5022,39,2
5022,23,3
5022,83,1
5022,67,1
